user_id,product_name,category,order_date,quantity
3,Strawberry,Fruit,2025-06-16,3
3,Tomato,Vegetable,2025-06-26,3
3,Broccoli,Vegetable,2025-07-22,4
3,Tomato,Vegetable,2025-08-05,5
3,Mango,Fruit,2025-08-05,5
3,Tomato,Vegetable,2025-08-05,5
3,Onion,Vegetable,2025-08-08,2
3,Onion,Vegetable,2025-08-11,4
3,Broccoli,Vegetable,2025-08-23,3
3,Strawberry,Fruit,2025-09-09,3
3,Apple,Fruit,2025-09-10,5
3,Onion,Vegetable,2025-09-30,1
3,Broccoli,Vegetable,2025-10-10,2
3,Broccoli,Vegetable,2025-11-08,1
3,Mango,Fruit,2025-11-10,5
3,Potato,Vegetable,2025-11-13,1
3,Broccoli,Vegetable,2025-11-13,5
3,Broccoli,Vegetable,2025-11-17,4
3,Orange,Fruit,2025-12-14,1
3,Grapes,Fruit,2025-12-23,1
4,Strawberry,Fruit,2025-01-06,4
4,Cucumber,Vegetable,2025-01-08,2
4,Strawberry,Fruit,2025-01-20,1
4,Banana,Fruit,2025-03-04,1
4,Cucumber,Vegetable,2025-04-09,1
4,Cucumber,Vegetable,2025-04-29,1
4,Banana,Fruit,2025-05-16,2
4,Onion,Vegetable,2025-05-25,1
4,Onion,Vegetable,2025-06-26,5
4,Apple,Fruit,2025-08-08,5
4,Apple,Fruit,2025-08-08,5
4,Cucumber,Vegetable,2025-08-12,4
4,Banana,Fruit,2025-08-12,1
4,Strawberry,Fruit,2025-09-10,2
4,Banana,Fruit,2025-09-16,1
4,Apple,Fruit,2025-10-13,2
4,Cucumber,Vegetable,2025-10-30,1
4,Cucumber,Vegetable,2025-11-01,1
4,Mango,Fruit,2025-12-24,3
5,Apple,Fruit,2025-01-01,3
5,Tomato,Vegetable,2025-02-08,2
5,Strawberry,Fruit,2025-02-20,1
5,Tomato,Vegetable,2025-02-23,4
5,Strawberry,Fruit,2025-03-16,3
5,Cucumber,Vegetable,2025-03-24,1
5,Tomato,Vegetable,2025-04-05,3
5,Orange,Fruit,2025-04-21,1
5,Strawberry,Fruit,2025-04-28,3
5,Grapes,Fruit,2025-05-18,1
5,Mango,Fruit,2025-07-24,3
5,Spinach,Vegetable,2025-08-14,2
5,Strawberry,Fruit,2025-09-08,1
5,Tomato,Vegetable,2025-10-15,2
5,Orange,Fruit,2025-10-30,5
5,Strawberry,Fruit,2025-11-04,1
5,Strawberry,Fruit,2025-12-01,3
5,Tomato,Vegetable,2025-12-01,4
5,Tomato,Vegetable,2025-12-06,5
6,Carrot,Vegetable,2025-01-06,4
6,Mango,Fruit,2025-01-07,3
6,Strawberry,Fruit,2025-01-31,5
6,Carrot,Vegetable,2025-02-16,1
6,Mango,Fruit,2025-03-08,1
6,Cucumber,Vegetable,2025-03-11,4
6,Carrot,Vegetable,2025-04-02,2
6,Potato,Vegetable,2025-04-23,3
6,Mango,Fruit,2025-04-29,5
6,Broccoli,Vegetable,2025-05-02,3
6,Carrot,Vegetable,2025-05-25,5
6,Orange,Fruit,2025-06-04,5
6,Mango,Fruit,2025-07-03,1
6,Strawberry,Fruit,2025-08-16,2
6,Mango,Fruit,2025-08-24,3
6,Onion,Vegetable,2025-08-27,4
6,Strawberry,Fruit,2025-09-30,2
6,Carrot,Vegetable,2025-10-16,5
6,Cucumber,Vegetable,2025-10-21,3
6,Cucumber,Vegetable,2025-10-28,3
6,Strawberry,Fruit,2025-10-30,2
6,Potato,Vegetable,2025-11-07,1
6,Cucumber,Vegetable,2025-11-11,5
6,Strawberry,Fruit,2025-11-18,4
6,Carrot,Vegetable,2025-11-22,1
6,Grapes,Fruit,2025-12-01,1
6,Broccoli,Vegetable,2025-12-03,2
6,Mango,Fruit,2025-12-12,2
6,Mango,Fruit,2025-12-16,3
6,Potato,Vegetable,2025-12-31,2
7,Potato,Vegetable,2025-01-01,4
7,Mango,Fruit,2025-01-20,1
7,Mango,Fruit,2025-01-23,1
7,Apple,Fruit,2025-02-07,3
7,Mango,Fruit,2025-03-10,4
7,Orange,Fruit,2025-03-25,1
7,Mango,Fruit,2025-03-31,5
7,Orange,Fruit,2025-04-28,4
7,Orange,Fruit,2025-05-12,1
7,Mango,Fruit,2025-05-17,2
7,Orange,Fruit,2025-06-21,2
7,Potato,Vegetable,2025-06-22,4
7,Mango,Fruit,2025-06-27,2
7,Mango,Fruit,2025-07-13,3
7,Potato,Vegetable,2025-09-24,1
7,Mango,Fruit,2025-09-30,1
7,Spinach,Vegetable,2025-10-13,3
7,Carrot,Vegetable,2025-10-23,3
7,Mango,Fruit,2025-12-05,3
7,Potato,Vegetable,2025-12-22,5
8,Orange,Fruit,2025-01-05,3
8,Apple,Fruit,2025-02-11,4
8,Cucumber,Vegetable,2025-02-20,5
8,Orange,Fruit,2025-02-24,3
8,Orange,Fruit,2025-04-11,5
8,Orange,Fruit,2025-04-21,4
8,Spinach,Vegetable,2025-04-27,2
8,Apple,Fruit,2025-05-08,3
8,Orange,Fruit,2025-05-14,3
8,Spinach,Vegetable,2025-05-16,5
8,Strawberry,Fruit,2025-05-30,2
8,Onion,Vegetable,2025-06-06,1
8,Strawberry,Fruit,2025-06-28,1
8,Apple,Fruit,2025-07-01,1
8,Strawberry,Fruit,2025-07-29,3
8,Spinach,Vegetable,2025-08-02,3
8,Spinach,Vegetable,2025-08-06,5
8,Orange,Fruit,2025-08-31,4
8,Strawberry,Fruit,2025-09-01,1
8,Strawberry,Fruit,2025-10-10,5
8,Broccoli,Vegetable,2025-10-16,4
8,Spinach,Vegetable,2025-10-16,4
8,Strawberry,Fruit,2025-10-21,5
8,Tomato,Vegetable,2025-11-05,3
8,Spinach,Vegetable,2025-11-05,1
8,Mango,Fruit,2025-11-24,2
8,Apple,Fruit,2025-11-28,5
8,Orange,Fruit,2025-12-10,1
8,Apple,Fruit,2025-12-22,4
8,Cucumber,Vegetable,2025-12-26,2
8,Apple,Fruit,2025-12-31,4
9,Cucumber,Vegetable,2025-01-04,2
9,Cucumber,Vegetable,2025-01-07,2
9,Strawberry,Fruit,2025-01-14,1
9,Cucumber,Vegetable,2025-02-05,5
9,Mango,Fruit,2025-02-18,1
9,Strawberry,Fruit,2025-02-24,3
9,Potato,Vegetable,2025-02-28,1
9,Potato,Vegetable,2025-03-19,3
9,Cucumber,Vegetable,2025-03-26,3
9,Strawberry,Fruit,2025-04-02,2
9,Strawberry,Fruit,2025-04-08,5
9,Mango,Fruit,2025-04-23,2
9,Mango,Fruit,2025-04-28,4
9,Banana,Fruit,2025-05-08,5
9,Banana,Fruit,2025-06-11,4
9,Grapes,Fruit,2025-06-14,5
9,Banana,Fruit,2025-06-24,2
9,Banana,Fruit,2025-07-14,4
9,Banana,Fruit,2025-08-03,3
9,Strawberry,Fruit,2025-08-27,5
9,Mango,Fruit,2025-09-12,5
9,Mango,Fruit,2025-09-13,1
9,Spinach,Vegetable,2025-10-07,1
9,Strawberry,Fruit,2025-10-08,1
9,Strawberry,Fruit,2025-10-13,3
9,Tomato,Vegetable,2025-10-15,2
9,Banana,Fruit,2025-10-30,5
9,Cucumber,Vegetable,2025-11-14,5
9,Cucumber,Vegetable,2025-11-15,4
9,Potato,Vegetable,2025-11-17,1
9,Cucumber,Vegetable,2025-12-03,4
9,Mango,Fruit,2025-12-21,4
10,Broccoli,Vegetable,2025-01-17,2
10,Spinach,Vegetable,2025-01-27,1
10,Cucumber,Vegetable,2025-02-03,1
10,Cucumber,Vegetable,2025-02-05,4
10,Spinach,Vegetable,2025-02-13,3
10,Cucumber,Vegetable,2025-03-17,5
10,Spinach,Vegetable,2025-04-12,2
10,Spinach,Vegetable,2025-04-14,2
10,Tomato,Vegetable,2025-04-21,5
10,Potato,Vegetable,2025-05-11,2
10,Spinach,Vegetable,2025-05-23,3
10,Potato,Vegetable,2025-06-17,2
10,Spinach,Vegetable,2025-07-06,3
10,Cucumber,Vegetable,2025-07-09,2
10,Mango,Fruit,2025-07-17,1
10,Cucumber,Vegetable,2025-07-20,2
10,Spinach,Vegetable,2025-07-20,1
10,Spinach,Vegetable,2025-09-24,3
10,Spinach,Vegetable,2025-10-19,3
10,Spinach,Vegetable,2025-10-30,4
10,Spinach,Vegetable,2025-11-05,2
10,Cucumber,Vegetable,2025-11-06,3
10,Strawberry,Fruit,2025-12-03,3
10,Strawberry,Fruit,2025-12-05,5
11,Apple,Fruit,2025-01-03,5
11,Cucumber,Vegetable,2025-01-16,1
11,Onion,Vegetable,2025-01-29,1
11,Onion,Vegetable,2025-02-03,3
11,Banana,Fruit,2025-03-27,2
11,Onion,Vegetable,2025-04-13,1
11,Apple,Fruit,2025-04-18,4
11,Cucumber,Vegetable,2025-04-18,2
11,Cucumber,Vegetable,2025-04-27,1
11,Banana,Fruit,2025-06-02,4
11,Apple,Fruit,2025-07-06,2
11,Banana,Fruit,2025-07-12,5
11,Mango,Fruit,2025-07-17,3
11,Onion,Vegetable,2025-07-29,1
11,Banana,Fruit,2025-08-24,1
11,Apple,Fruit,2025-08-27,1
11,Broccoli,Vegetable,2025-10-01,3
11,Cucumber,Vegetable,2025-10-20,3
11,Carrot,Vegetable,2025-11-01,1
11,Apple,Fruit,2025-11-11,5
11,Onion,Vegetable,2025-11-20,2
11,Carrot,Vegetable,2025-12-25,4
11,Cucumber,Vegetable,2025-12-30,1
12,Potato,Vegetable,2025-01-03,3
12,Strawberry,Fruit,2025-01-05,5
12,Banana,Fruit,2025-02-06,4
12,Grapes,Fruit,2025-02-09,1
12,Potato,Vegetable,2025-03-22,2
12,Potato,Vegetable,2025-03-30,1
12,Mango,Fruit,2025-04-08,3
12,Cucumber,Vegetable,2025-04-17,2
12,Orange,Fruit,2025-05-03,4
12,Grapes,Fruit,2025-06-26,1
12,Grapes,Fruit,2025-06-27,2
12,Grapes,Fruit,2025-08-14,4
12,Grapes,Fruit,2025-08-14,4
12,Onion,Vegetable,2025-08-29,2
12,Cucumber,Vegetable,2025-08-29,5
12,Potato,Vegetable,2025-09-08,5
12,Potato,Vegetable,2025-11-14,5
12,Potato,Vegetable,2025-12-15,5
13,Mango,Fruit,2025-01-08,3
13,Broccoli,Vegetable,2025-01-12,2
13,Grapes,Fruit,2025-01-22,3
13,Strawberry,Fruit,2025-01-23,2
13,Tomato,Vegetable,2025-01-29,3
13,Banana,Fruit,2025-02-08,5
13,Potato,Vegetable,2025-02-09,2
13,Strawberry,Fruit,2025-02-14,2
13,Orange,Fruit,2025-02-27,2
13,Spinach,Vegetable,2025-03-01,5
13,Onion,Vegetable,2025-03-01,1
13,Strawberry,Fruit,2025-03-15,1
13,Mango,Fruit,2025-03-25,3
13,Strawberry,Fruit,2025-06-04,4
13,Carrot,Vegetable,2025-06-04,1
13,Strawberry,Fruit,2025-06-07,2
13,Banana,Fruit,2025-06-12,1
13,Strawberry,Fruit,2025-07-11,1
13,Apple,Fruit,2025-07-12,2
13,Onion,Vegetable,2025-08-11,2
13,Strawberry,Fruit,2025-08-15,4
13,Banana,Fruit,2025-08-24,4
13,Banana,Fruit,2025-08-25,1
13,Strawberry,Fruit,2025-09-14,2
13,Onion,Vegetable,2025-10-01,4
13,Carrot,Vegetable,2025-10-12,4
13,Onion,Vegetable,2025-10-15,2
13,Onion,Vegetable,2025-10-31,1
13,Carrot,Vegetable,2025-11-02,5
13,Orange,Fruit,2025-12-02,4
13,Banana,Fruit,2025-12-11,5
13,Onion,Vegetable,2025-12-18,4
13,Onion,Vegetable,2025-12-31,3
14,Onion,Vegetable,2025-01-07,3
14,Apple,Fruit,2025-01-09,1
14,Onion,Vegetable,2025-01-12,4
14,Carrot,Vegetable,2025-02-10,2
14,Carrot,Vegetable,2025-02-15,1
14,Potato,Vegetable,2025-02-15,4
14,Onion,Vegetable,2025-03-05,5
14,Potato,Vegetable,2025-03-18,4
14,Potato,Vegetable,2025-04-12,1
14,Cucumber,Vegetable,2025-04-27,2
14,Cucumber,Vegetable,2025-05-23,2
14,Potato,Vegetable,2025-06-15,1
14,Apple,Fruit,2025-06-15,3
14,Potato,Vegetable,2025-06-27,4
14,Cucumber,Vegetable,2025-06-28,1
14,Apple,Fruit,2025-07-13,2
14,Cucumber,Vegetable,2025-07-30,5
14,Cucumber,Vegetable,2025-08-30,4
14,Potato,Vegetable,2025-08-31,2
14,Apple,Fruit,2025-09-30,4
14,Potato,Vegetable,2025-10-01,2
14,Potato,Vegetable,2025-10-16,1
14,Apple,Fruit,2025-10-24,4
14,Carrot,Vegetable,2025-11-01,3
14,Apple,Fruit,2025-11-05,3
14,Grapes,Fruit,2025-11-10,2
14,Apple,Fruit,2025-12-15,4
14,Cucumber,Vegetable,2025-12-22,5
15,Potato,Vegetable,2025-01-01,1
15,Orange,Fruit,2025-01-02,5
15,Potato,Vegetable,2025-01-10,3
15,Mango,Fruit,2025-01-21,1
15,Broccoli,Vegetable,2025-01-24,4
15,Banana,Fruit,2025-01-28,2
15,Broccoli,Vegetable,2025-02-10,4
15,Mango,Fruit,2025-03-07,2
15,Mango,Fruit,2025-04-03,2
15,Mango,Fruit,2025-04-10,2
15,Mango,Fruit,2025-06-13,5
15,Orange,Fruit,2025-06-26,3
15,Mango,Fruit,2025-07-21,3
15,Banana,Fruit,2025-07-26,1
15,Orange,Fruit,2025-08-19,1
15,Tomato,Vegetable,2025-08-31,3
15,Mango,Fruit,2025-09-07,5
15,Banana,Fruit,2025-09-14,5
15,Banana,Fruit,2025-09-25,3
15,Mango,Fruit,2025-10-11,1
15,Potato,Vegetable,2025-11-22,1
15,Apple,Fruit,2025-12-16,5
15,Mango,Fruit,2025-12-30,4
16,Cucumber,Vegetable,2025-01-08,2
16,Spinach,Vegetable,2025-01-20,2
16,Onion,Vegetable,2025-02-04,5
16,Potato,Vegetable,2025-02-13,4
16,Potato,Vegetable,2025-03-04,1
16,Potato,Vegetable,2025-03-17,3
16,Spinach,Vegetable,2025-03-27,2
16,Spinach,Vegetable,2025-03-31,4
16,Banana,Fruit,2025-04-12,4
16,Strawberry,Fruit,2025-04-18,3
16,Potato,Vegetable,2025-05-22,5
16,Banana,Fruit,2025-05-25,2
16,Broccoli,Vegetable,2025-06-08,1
16,Mango,Fruit,2025-06-10,1
16,Carrot,Vegetable,2025-06-25,5
16,Spinach,Vegetable,2025-07-04,3
16,Mango,Fruit,2025-07-23,5
16,Onion,Vegetable,2025-08-06,3
16,Onion,Vegetable,2025-09-21,5
16,Potato,Vegetable,2025-10-03,5
16,Grapes,Fruit,2025-10-16,1
16,Potato,Vegetable,2025-10-21,4
16,Onion,Vegetable,2025-10-26,2
16,Banana,Fruit,2025-10-28,4
16,Banana,Fruit,2025-11-30,2
17,Mango,Fruit,2025-01-02,1
17,Onion,Vegetable,2025-01-21,3
17,Orange,Fruit,2025-02-21,3
17,Orange,Fruit,2025-03-17,2
17,Mango,Fruit,2025-03-23,5
17,Tomato,Vegetable,2025-03-26,2
17,Banana,Fruit,2025-04-27,5
17,Tomato,Vegetable,2025-04-27,4
17,Banana,Fruit,2025-05-13,2
17,Orange,Fruit,2025-05-21,3
17,Grapes,Fruit,2025-07-22,3
17,Orange,Fruit,2025-08-12,1
17,Mango,Fruit,2025-09-24,3
17,Spinach,Vegetable,2025-10-18,2
17,Tomato,Vegetable,2025-10-27,4
17,Mango,Fruit,2025-11-06,1
17,Orange,Fruit,2025-11-12,5
17,Mango,Fruit,2025-11-26,2
17,Banana,Fruit,2025-12-09,2
17,Orange,Fruit,2025-12-31,3
18,Strawberry,Fruit,2025-01-05,4
18,Broccoli,Vegetable,2025-01-11,2
18,Carrot,Vegetable,2025-01-26,1
18,Strawberry,Fruit,2025-02-05,4
18,Broccoli,Vegetable,2025-02-05,5
18,Grapes,Fruit,2025-03-01,2
18,Cucumber,Vegetable,2025-03-09,2
18,Strawberry,Fruit,2025-03-10,1
18,Orange,Fruit,2025-03-14,1
18,Broccoli,Vegetable,2025-03-15,5
18,Strawberry,Fruit,2025-04-28,5
18,Broccoli,Vegetable,2025-05-01,5
18,Strawberry,Fruit,2025-05-05,1
18,Banana,Fruit,2025-06-10,5
18,Orange,Fruit,2025-06-13,2
18,Cucumber,Vegetable,2025-07-15,5
18,Potato,Vegetable,2025-07-27,1
18,Grapes,Fruit,2025-08-06,2
18,Cucumber,Vegetable,2025-09-11,1
18,Orange,Fruit,2025-09-20,5
18,Cucumber,Vegetable,2025-09-21,2
18,Grapes,Fruit,2025-10-07,4
18,Broccoli,Vegetable,2025-10-20,3
18,Grapes,Fruit,2025-11-06,1
18,Grapes,Fruit,2025-11-08,1
18,Cucumber,Vegetable,2025-12-16,3
18,Cucumber,Vegetable,2025-12-28,3
19,Strawberry,Fruit,2025-01-05,4
19,Grapes,Fruit,2025-02-07,4
19,Carrot,Vegetable,2025-02-24,4
19,Carrot,Vegetable,2025-02-27,3
19,Grapes,Fruit,2025-05-16,4
19,Grapes,Fruit,2025-05-31,2
19,Spinach,Vegetable,2025-06-03,4
19,Potato,Vegetable,2025-08-03,4
19,Grapes,Fruit,2025-08-19,1
19,Potato,Vegetable,2025-08-25,4
19,Grapes,Fruit,2025-09-21,4
19,Carrot,Vegetable,2025-10-18,2
19,Carrot,Vegetable,2025-11-07,2
19,Spinach,Vegetable,2025-11-17,1
19,Carrot,Vegetable,2025-11-27,3
19,Carrot,Vegetable,2025-11-29,5
19,Carrot,Vegetable,2025-12-07,2
20,Cucumber,Vegetable,2025-01-12,1
20,Carrot,Vegetable,2025-01-20,2
20,Carrot,Vegetable,2025-01-25,2
20,Banana,Fruit,2025-01-25,5
20,Onion,Vegetable,2025-01-25,4
20,Banana,Fruit,2025-02-09,1
20,Carrot,Vegetable,2025-03-01,3
20,Cucumber,Vegetable,2025-03-06,5
20,Strawberry,Fruit,2025-03-08,4
20,Banana,Fruit,2025-03-24,1
20,Banana,Fruit,2025-04-02,5
20,Cucumber,Vegetable,2025-04-20,5
20,Banana,Fruit,2025-05-23,4
20,Cucumber,Vegetable,2025-06-05,3
20,Banana,Fruit,2025-06-09,5
20,Broccoli,Vegetable,2025-06-09,4
20,Mango,Fruit,2025-06-12,2
20,Banana,Fruit,2025-06-27,5
20,Cucumber,Vegetable,2025-07-02,2
20,Cucumber,Vegetable,2025-07-07,3
20,Onion,Vegetable,2025-07-10,5
20,Banana,Fruit,2025-07-25,4
20,Carrot,Vegetable,2025-08-01,5
20,Onion,Vegetable,2025-08-19,2
20,Cucumber,Vegetable,2025-09-03,5
20,Onion,Vegetable,2025-09-09,1
20,Onion,Vegetable,2025-09-13,5
20,Cucumber,Vegetable,2025-09-23,1
20,Onion,Vegetable,2025-10-15,4
20,Carrot,Vegetable,2025-10-16,4
20,Carrot,Vegetable,2025-10-18,2
20,Onion,Vegetable,2025-11-04,5
21,Tomato,Vegetable,2025-01-28,3
21,Tomato,Vegetable,2025-02-11,5
21,Spinach,Vegetable,2025-03-20,1
21,Spinach,Vegetable,2025-03-23,3
21,Tomato,Vegetable,2025-03-28,5
21,Tomato,Vegetable,2025-03-28,3
21,Spinach,Vegetable,2025-04-07,2
21,Apple,Fruit,2025-04-15,1
21,Spinach,Vegetable,2025-05-09,2
21,Tomato,Vegetable,2025-05-19,4
21,Cucumber,Vegetable,2025-06-01,1
21,Tomato,Vegetable,2025-06-22,3
21,Tomato,Vegetable,2025-08-08,1
21,Spinach,Vegetable,2025-08-20,5
21,Mango,Fruit,2025-08-20,2
21,Spinach,Vegetable,2025-09-18,2
21,Tomato,Vegetable,2025-10-17,3
21,Tomato,Vegetable,2025-12-26,1
22,Spinach,Vegetable,2025-01-18,5
22,Banana,Fruit,2025-02-18,4
22,Mango,Fruit,2025-03-27,3
22,Orange,Fruit,2025-03-29,4
22,Apple,Fruit,2025-04-14,3
22,Banana,Fruit,2025-04-15,1
22,Spinach,Vegetable,2025-04-28,3
22,Potato,Vegetable,2025-05-02,1
22,Mango,Fruit,2025-05-06,4
22,Mango,Fruit,2025-05-09,4
22,Mango,Fruit,2025-05-20,3
22,Strawberry,Fruit,2025-06-21,3
22,Strawberry,Fruit,2025-07-02,1
22,Onion,Vegetable,2025-07-08,1
22,Tomato,Vegetable,2025-07-09,2
22,Strawberry,Fruit,2025-08-01,4
22,Spinach,Vegetable,2025-08-14,3
22,Mango,Fruit,2025-08-17,2
22,Strawberry,Fruit,2025-09-26,5
22,Banana,Fruit,2025-10-05,4
22,Mango,Fruit,2025-10-12,5
22,Banana,Fruit,2025-10-22,4
22,Spinach,Vegetable,2025-11-30,4
23,Spinach,Vegetable,2025-01-10,5
23,Orange,Fruit,2025-01-13,1
23,Carrot,Vegetable,2025-01-20,3
23,Mango,Fruit,2025-01-24,3
23,Tomato,Vegetable,2025-03-11,3
23,Spinach,Vegetable,2025-03-17,2
23,Grapes,Fruit,2025-03-19,4
23,Grapes,Fruit,2025-04-21,5
23,Orange,Fruit,2025-05-28,3
23,Grapes,Fruit,2025-06-08,4
23,Grapes,Fruit,2025-07-11,3
23,Spinach,Vegetable,2025-07-28,1
23,Grapes,Fruit,2025-08-04,5
23,Tomato,Vegetable,2025-08-07,3
23,Mango,Fruit,2025-08-22,2
23,Orange,Fruit,2025-09-08,3
23,Grapes,Fruit,2025-09-11,2
23,Mango,Fruit,2025-09-17,4
23,Grapes,Fruit,2025-09-30,4
23,Strawberry,Fruit,2025-10-28,1
23,Mango,Fruit,2025-11-06,5
23,Apple,Fruit,2025-11-15,3
23,Mango,Fruit,2025-11-15,4
23,Orange,Fruit,2025-12-16,1
24,Orange,Fruit,2025-01-07,2
24,Carrot,Vegetable,2025-01-21,4
24,Spinach,Vegetable,2025-01-31,4
24,Cucumber,Vegetable,2025-02-04,2
24,Tomato,Vegetable,2025-02-19,3
24,Spinach,Vegetable,2025-03-15,5
24,Spinach,Vegetable,2025-03-23,5
24,Onion,Vegetable,2025-03-25,2
24,Tomato,Vegetable,2025-04-16,1
24,Tomato,Vegetable,2025-04-30,2
24,Potato,Vegetable,2025-05-22,1
24,Onion,Vegetable,2025-05-28,5
24,Spinach,Vegetable,2025-06-10,2
24,Strawberry,Fruit,2025-06-23,4
24,Potato,Vegetable,2025-08-01,4
24,Tomato,Vegetable,2025-08-08,3
24,Cucumber,Vegetable,2025-09-17,2
24,Tomato,Vegetable,2025-11-01,3
24,Potato,Vegetable,2025-11-09,4
24,Broccoli,Vegetable,2025-11-16,5
24,Cucumber,Vegetable,2025-11-21,1
24,Cucumber,Vegetable,2025-11-23,1
24,Spinach,Vegetable,2025-11-25,5
24,Spinach,Vegetable,2025-12-16,5
24,Orange,Fruit,2025-12-31,3
25,Mango,Fruit,2025-01-05,2
25,Tomato,Vegetable,2025-01-08,5
25,Tomato,Vegetable,2025-01-16,1
25,Tomato,Vegetable,2025-01-21,5
25,Onion,Vegetable,2025-02-09,1
25,Apple,Fruit,2025-02-11,4
25,Potato,Vegetable,2025-02-27,4
25,Mango,Fruit,2025-03-07,2
25,Spinach,Vegetable,2025-03-15,4
25,Grapes,Fruit,2025-03-26,1
25,Carrot,Vegetable,2025-03-27,1
25,Spinach,Vegetable,2025-04-02,3
25,Onion,Vegetable,2025-04-11,4
25,Spinach,Vegetable,2025-04-12,2
25,Spinach,Vegetable,2025-05-05,4
25,Tomato,Vegetable,2025-05-08,3
25,Banana,Fruit,2025-06-03,5
25,Tomato,Vegetable,2025-07-11,3
25,Tomato,Vegetable,2025-07-16,3
25,Banana,Fruit,2025-07-17,2
25,Spinach,Vegetable,2025-08-02,5
25,Spinach,Vegetable,2025-08-26,2
25,Banana,Fruit,2025-09-05,3
25,Spinach,Vegetable,2025-09-25,2
25,Strawberry,Fruit,2025-10-02,1
25,Tomato,Vegetable,2025-10-04,4
25,Tomato,Vegetable,2025-10-06,1
25,Spinach,Vegetable,2025-10-21,4
25,Tomato,Vegetable,2025-12-19,4
25,Broccoli,Vegetable,2025-12-20,4
25,Tomato,Vegetable,2025-12-31,3
26,Spinach,Vegetable,2025-02-08,1
26,Apple,Fruit,2025-06-12,4
26,Cucumber,Vegetable,2025-06-25,1
26,Banana,Fruit,2025-07-20,4
26,Broccoli,Vegetable,2025-07-26,2
26,Strawberry,Fruit,2025-07-30,4
26,Tomato,Vegetable,2025-08-14,3
26,Tomato,Vegetable,2025-09-04,3
26,Tomato,Vegetable,2025-09-05,4
26,Mango,Fruit,2025-09-22,4
26,Tomato,Vegetable,2025-09-29,2
26,Cucumber,Vegetable,2025-10-04,4
26,Mango,Fruit,2025-10-29,4
26,Mango,Fruit,2025-10-30,5
26,Orange,Fruit,2025-12-04,2
26,Onion,Vegetable,2025-12-16,3
26,Cucumber,Vegetable,2025-12-30,4
27,Tomato,Vegetable,2025-01-16,5
27,Onion,Vegetable,2025-02-04,3
27,Spinach,Vegetable,2025-02-04,3
27,Onion,Vegetable,2025-02-10,4
27,Spinach,Vegetable,2025-02-15,4
27,Spinach,Vegetable,2025-03-08,4
27,Strawberry,Fruit,2025-03-24,3
27,Onion,Vegetable,2025-03-25,1
27,Onion,Vegetable,2025-03-27,1
27,Spinach,Vegetable,2025-04-30,5
27,Mango,Fruit,2025-05-01,4
27,Spinach,Vegetable,2025-06-06,3
27,Orange,Fruit,2025-07-20,4
27,Cucumber,Vegetable,2025-07-20,5
27,Mango,Fruit,2025-07-25,1
27,Mango,Fruit,2025-08-04,1
27,Onion,Vegetable,2025-08-07,3
